,Name,Middle Name,Department,Phone,Phone mobile,Account number,Address,Address 1: Address Type,Address 1: City,Address 1: Fax,Address 1: Name,Address 1: Phone,Address 1: Post Office Box,Address 1: Street 1,Address 1: Street 2,Address 1: Street 3,Address 1: Telephone 2,Address 1: Telephone 3,Address 1: UPS Zone,Address 1: UTC Offset,Address 1: ZIP/Postal Code,Address 2,Address 2: Address Type,Address 2: City,Address 2: Country/Region,Address 2: County,Address 2: Fax,Address 2: Name,Address 2: State/Province,Address 2: Street 1,Address 2: Street 2,Address 2: Street 3,Address 2: Telephone 1,Address 2: Telephone 2,Address 2: Telephone 3,Address 2: ZIP/Postal Code,Address 3: Telephone3,Address 3: UPS Zone,Assistant,Assistant Phone,Back Office Customer,Bank account,Bank information,Business Phone 2,Callback Number,card number,chekad account type,chekad account type1,Company Name,Company Phone,Description,Email,Fax,First Name,Hold Sync,Home Phone,Home Phone 2,Last Name,Ledger,Manager,Manager Phone,Marital Status,Marketing Only,Note,Note2,Note3,Note4,Note5,Note6,phon2,phone1,Role,ROO,sex,sheba number,Telephone 3
,,,علوم زیستی مرکز همکاریهای فناوری ریاست جمهوری,02161002404,,,"تهران-خیابان ستار خان، خیابان شهید حبیب الهی، بلوار شهید متولیان یا گلها، پلاک 9، ساختمان مشکی رنگ
تهران, تهران",,تهران,,,,," تهران-خیابان ستار خان، خیابان شهید حبیب الهی، بلوار شهید متولیان یا گلها، پلاک 9، ساختمان مشکی رنگ",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021061002414,,No,02161002405,0,علوم زیستی مرکز همکاریهای فناوری ریاست جمهوری,, ,,,No,,,,,,,,,,,آقا,,02161000
,,,گمرک ایران,02188501426,,,"تهران-خیابان عباس آباد، روبروی پمپ بنزین، خیابان پاکستان
تهران, تهران",,تهران,,,,," تهران-خیابان عباس آباد، روبروی پمپ بنزین، خیابان پاکستان",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188501425,02182991,گمرک ایران,, ,,,No,,,,,,,,,,,آقا,,02188151427
,,,محیط زیست گرمسار,02334220968,09122317282,,"سمنان-گرمسار-خیابان شهید اندرزگو، شهرک لاله، سازمان حفاظت محیط زیست، ادراه محیط زیست
گرمسار, سمنان",,گرمسار,,,,," سمنان-گرمسار-خیابان شهید اندرزگو، شهرک لاله، سازمان حفاظت محیط زیست، ادراه محیط زیست",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02334224160,0,محیط زیست گرمسار,, ,,,No,,,,,,,,,,,آقا,,0
,,,مخابرات  معاونت تجاری,02177941778,,,بزرگراه کردستان- شیراز جنوبی -نبش سهیل -ساختمان شاهد- طبقه ۱۳,,,,,,,بزرگراه کردستان- شیراز جنوبی -نبش سهیل -ساختمان شاهد- طبقه ۱۳,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188039080,066759060,مخابرات  معاونت تجاری,, ,,,No,,,,,,,,,,,آقا,,02188264514
,,,مخابرات نبوت,02177938300,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,077904041,0,مخابرات نبوت,, ,,,No,,,,,,,,,,,آقا,,02177929282
,,,مرکز تحقیقات مسکن,02188255942,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021088267919,,No,0,0,مرکز تحقیقات مسکن,, ,,,No,,,,,,,,,,,آقا,,0
,,,موسسه استاندارد ملی,02188802276,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188802277,0,موسسه استاندارد ملی,, ,,,No,,,,,,,,,,,آقا,,0
,,,وزارت بهداشت شهرک غرب,02188363560,,,"تهران-فاز 5، خیابان ایوانک، نصر 5
تهران, تهران",,تهران,,,,," تهران-فاز 5، خیابان ایوانک، نصر 5",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,وزارت بهداشت شهرک غرب,, ,,,No,,,,,,,,,,,آقا,,0
,,,وزارت صنایع و معادن سمنان,02333441101,,,"سمنان-سمنان-د ور میدان معلم، سازمان صنعت و معدن و تجارت
سمنان, سمنان",,سمنان,,,,," سمنان-سمنان-د ور میدان معلم، سازمان صنعت و معدن و تجارت",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,081762038,0,وزارت صنایع و معادن سمنان,, ,,,No,,,,,,,,,,,آقا,,0
,,,وزارت کار تهران,02166580039,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02164492342,0,وزارت کار تهران,, ,,,No,,,,,,,,,,,آقا,,02166580031
,,,وزارت کار سمنان,02313322074,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,وزارت کار سمنان,, ,,,No,,,,,,,,,,,آقا,,0
,,,وزارت کار گرمسار,02324229753,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,وزارت کار گرمسار,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک پارسیان ,02188531471,,,"خیابان پاسداران، نبش دشتستان هفتم شماره 1  [ ]  سهروردی شمالی.خیابان آپادانا.جنب کوچه دشتک.روبروی رستوران.پارسیان ارزی
1947843794",,,,,,,"خیابان پاسداران، نبش دشتستان هفتم شماره 1  [ ]  سهروردی شمالی.خیابان آپادانا.جنب کوچه دشتک.روبروی رستوران.پارسیان ارزی",,,,,,,1947843794,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,خانم نقره وانی - خانم مختاری - خانم کاظمی رئیس -واحد کلر برزویی,,021022882628,,No,02188531471,0,بانک پارسیان ,, ,,,No,,,,,,,,,,,آقا,,0 02122888831(102)
,,,بانک پارسیان مرکزی,02182891229,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02182891559,0,بانک پارسیان مرکزی,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک پاسارگاد ارزی-خانم باقری,02182891553,,,ارزی شعبه میرداماد,,,,,,,ارزی شعبه میرداماد,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بانک پاسارگاد ارزی-خانم باقری,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک پاسارگاد شعبه,02177295090,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021077710164,,No,0,0,بانک پاسارگاد شعبه,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک پاسارگاد شعبه فرهنگ,02122365105,,,"تهران-سعادت آباد، میدان کاج، بلوار فرهنگ
تهران, تهران",,تهران,,,,," تهران-سعادت آباد، میدان کاج، بلوار فرهنگ",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,آقای آزادی رئیس شعبه,,021022365709,,No,02122365108,0,بانک پاسارگاد شعبه فرهنگ,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک پاسارگاد مرکزی,02182891221,,,"تهران-میرداماد، شماره 430 ساختمان مرکزی پاسارگاد، طبقه 2 ارزی
تهران, تهران",,تهران,,,,," تهران-میرداماد، شماره 430 ساختمان مرکزی پاسارگاد، طبقه 2 ارزی",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,"بازرس بانک پاسارگاد، مهندس فیاضی    22176067-  09181111009 شعبه 237",,021088649501,,No,0,0,بانک پاسارگاد مرکزی,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک پاسارگاد-آقای یوسف زاده,002177297774(5),,,"بانک پاسارگاد،  فلکه دوم تهرانپارس",,,,,,,"بانک پاسارگاد،  فلکه دوم تهرانپارس",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,082897118,,No,02177291129,02177297776,بانک پاسارگاد-آقای یوسف زاده,, ,,,No,,,,,,,,,,,آقا,,02177292125
,,,بانک تجارت شعبه دردشت,02177923005,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177923004,0,بانک تجارت شعبه دردشت,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک تجارت شعبه طالقانی ,02188840203,,,"تهران-خیابان طالقانی نبش ایرانشهر
تهران, تهران",,تهران,,,,, تهران-خیابان طالقانی نبش ایرانشهر,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,خدمات ارزی,,021088822884,,No,02188822884,0,بانک تجارت شعبه طالقانی ,, ,,,No,,,,,,,,,,,آقا,,02188305300
,,,بانک ثامن الائمه شعبه قنات کوثر,02177389100,,,"تهران-قنات کوثر، بلوار شهید مطهری، میدان شهرک امید
تهران, تهران",,تهران,,,,," تهران-قنات کوثر، بلوار شهید مطهری، میدان شهرک امید",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021077067234,,No,02177067233,0,بانک ثامن الائمه شعبه قنات کوثر,, ,,,No,,,,,,,,,,,آقا,,02177376667
,,,بانک دی,0,,,"آدرس : تهران، اقدسیه، خیابان موحد دانش، روبروی خیابان سپند، نبش خیابان نیلوفر، پلاک 2
1957663673",,,,,,,"آدرس : تهران، اقدسیه، خیابان موحد دانش، روبروی خیابان سپند، نبش خیابان نیلوفر، پلاک 2",,,,,,,1957663673,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,026112856,,No,026112858,0,بانک دی,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک سامان شعبه زرتشت,02188805753,,,"تهران-بالاتر از میدان ولیعصر، نرسیده به زرتشت، جنب کوچه ناصر
تهران, تهران",,تهران,,,,," تهران-بالاتر از میدان ولیعصر، نرسیده به زرتشت، جنب کوچه ناصر",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بانک سامان شعبه زرتشت,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک سامان شعبه فلکه اول تهرانپارس,0217772206,,,"تهران-فلکه اول تهرانپارس، نبش خیابان 148، پلاک 76
تهران, تهران",,تهران,,,,," تهران-فلکه اول تهرانپارس، نبش خیابان 148، پلاک 76",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,کد :836,,021077723255,,No,02177723251,02177723250,بانک سامان شعبه فلکه اول تهرانپارس,, ,,,No,,,,,,,,,,,آقا,,02177723252
,,,بانک سپه شعبه بهشت بازار,02155155353,,,"تهران-بازار
تهران, تهران",,تهران,,,,, تهران-بازار,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021055155556,,No,02155155151,0,بانک سپه شعبه بهشت بازار,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک سپه شعبه بیهقی,02188647135,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بانک سپه شعبه بیهقی,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک سپه شعبه دردشت,02177910051,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177911304,0,بانک سپه شعبه دردشت,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک صادرات بورس,02188383484,,,"خیابان ولیعصر، خیابان طالقانی، ساختمان بورس کالای ایران، پلاک 351",,,,,,,"خیابان ولیعصر، خیابان طالقانی، ساختمان بورس کالای ایران، پلاک 351",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188383487,0,بانک صادرات بورس,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک صادرات شعبه ایوانکی,02334522122,,,"سمنان-
سمنان",,,,,,, سمنان-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02334622124,0,بانک صادرات شعبه ایوانکی,, ,,,No,,,,,,,,,,,آقا,,02334622122
,,,بانک صادرات شعبه خاقانی ,02177933838,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,کد :885,,0,,No,0,0,بانک صادرات شعبه خاقانی ,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک صادرات شعبه فلکه اول تهرانپارس,02177708816,09127228299,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021077702150,,No,02177701923,077807555,بانک صادرات شعبه فلکه اول تهرانپارس,, ,,,No,,,,,,,,,,,آقا,,02184762484
,,,بانک صادرات شعبه مدائن,02177910222,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021077901483,,No,02177915341,0,بانک صادرات شعبه مدائن,, ,,,No,,,,,,,,,,,آقا,,02177923471
,,,بانک صادرات شعبه مدرسه,02177904333,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بانک صادرات شعبه مدرسه,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک صنعت و معدن,02188829304,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021088829869,,No,02188300091,0,بانک صنعت و معدن,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک کار آفرین,0,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,077721288,,No,077722431,0,بانک کار آفرین,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک لاله ملت,02188970791,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02188970791,0,بانک لاله ملت,, ,,,No,,,,,,,,,,,آقا,,02188970793
,,,بانک ملت ارزی لاله,02188963337,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بانک ملت ارزی لاله,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک ملت اشتری,02133310306,09121505438,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بانک ملت اشتری,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک ملت شعبه آیت,02177911289,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177922009,0,بانک ملت شعبه آیت,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک ملت شعبه تهران شرق,02177431501,"09123430888, 09125159253",,"تهران-خیابان دماوند، بین سه راه تهرانپارس و خاقانی، ایستگاه داریوش
تهران, تهران",,تهران,,,,," تهران-خیابان دماوند، بین سه راه تهرانپارس و خاقانی، ایستگاه داریوش",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021077410086,,No,02177461712,02177461711,بانک ملت شعبه تهران شرق,, ,,,No,,,,,,,,,,,آقا,,077984030
,,,بانک ملت شعبه رشید ارزی,02177711555,,,"تهران-تهرانپارس، چهارراه رشید
تهران, تهران",,تهران,,,,," تهران-تهرانپارس، چهارراه رشید",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,شعبه ارزی,,021077717879,,No,02177717562,0,بانک ملت شعبه رشید ارزی,, ,,,No,,,,,,,,,,,آقا,,02177887169
,,,بانک ملت شعبه شهرک غرب ,02188362406,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,شعبه ارزی,,0,,No,02188369139,0,بانک ملت شعبه شهرک غرب ,, ,,,No,,,,,,,,,,,آقا,,0
,,,بانک ملت متفرقه,0,09122251864,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,بانک ملت متفرقه,, ,,,No,,,,,,,,,,,آقا,,0
,,,بن کارت پاسارگاد,0,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,239-7600-1001200020 بن کارت پاسارگاد,SHAHRZAD64@GMAIL.COM,0,,No,0 ,0,بن کارت پاسارگاد,, ,,,No,,,,,,,,,,,آقا,,023502340
,,,ثبت برند و لوگو ونک,0,,,"ونک ،خیابان ملاصدرا، بعد از  پل کردستان، پلاک 76",,,,,,,"ونک ،خیابان ملاصدرا، بعد از  پل کردستان، پلاک 76",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,ثبت برند شرکت,,0,,No,0,0,ثبت برند و لوگو ونک,, ,,,No,,,,,,,,,,,آقا,,0
,,,صندوق توسعه فناوری ایرانیان,02144355007,,,"تهران-تهران، اتوبان شهید همت غرب، کندرو شهید باکری، خروجی شهران، کوچه لاله، پلاک ۲۷
تهران, تهران",,تهران,,,,," تهران-تهران، اتوبان شهید همت غرب، کندرو شهید باکری، خروجی شهران، کوچه لاله، پلاک ۲۷",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,آقای محمدی 110 آقای رضایی فر و دقیقی 105,,0,,No,0,0,صندوق توسعه فناوری ایرانیان,, ,,,No,,,,,,,,,,,آقا,,0
